text,language,split
Machine learning is a subset of artificial intelligence that focuses on algorithms and statistical models. Quantum computing represents a paradigm shift in computational power and problem-solving capabilities.,eng,val
El aprendizaje automático es un subconjunto de la inteligencia artificial que se enfoca en algoritmos. La investigación médica continúa avanzando en tratamientos y mejorando la calidad de vida de millones.,spa,train
El aprendizaje automático es un subconjunto de la inteligencia artificial que se enfoca en algoritmos. El zorro marrón rápido salta sobre el perro perezoso. Este es un ejemplo de texto en español.,spa,train
L'informatique quantique représente un changement de paradigme dans la puissance computationnelle. Les sources d'énergie renouvelable comme le solaire et l'éolien sont essentielles pour le développement durable.,fra,train
"Python es un lenguaje de programación de alto nivel conocido por su simplicidad y legibilidad. La ciencia de datos combina estadísticas, programación y experiencia del dominio para extraer insights.",spa,train
"El Renacimiento fue un período de renacimiento cultural que transformó el arte, la literatura y la ciencia europeas. El cambio climático es uno de los desafíos más urgentes que enfrenta la humanidad en el siglo XXI.",spa,train
Space exploration has expanded our understanding of the universe and our place within it. The quick brown fox jumps over the lazy dog. This is a sample English text for language identification.,eng,train
Le changement climatique est l'un des défis les plus pressants auxquels l'humanité est confrontée. Les sources d'énergie renouvelable comme le solaire et l'éolien sont essentielles pour le développement durable.,fra,train
"The Renaissance was a period of cultural rebirth that transformed European art, literature, and science. Democracy requires active participation from citizens to function effectively and represent diverse interests.",eng,train
"La science des données combine statistiques, programmation et expertise du domaine pour extraire des insights. La Renaissance fut une période de renouveau culturel qui transforma l'art, la littérature et la science européennes.",fra,train
La diversidad cultural enriquece las comunidades y promueve la comprensión entre diferentes grupos. La investigación médica continúa avanzando en tratamientos y mejorando la calidad de vida de millones.,spa,train
"The Renaissance was a period of cultural rebirth that transformed European art, literature, and science. The quick brown fox jumps over the lazy dog. This is a sample English text for language identification.",eng,val
Medical research continues to advance treatments and improve quality of life for millions. Space exploration has expanded our understanding of the universe and our place within it.,eng,val
"The Renaissance was a period of cultural rebirth that transformed European art, literature, and science. Education is fundamental to personal growth and societal progress in the modern world.",eng,train
El cambio climático es uno de los desafíos más urgentes que enfrenta la humanidad en el siglo XXI. El aprendizaje automático es un subconjunto de la inteligencia artificial que se enfoca en algoritmos.,spa,train
